OBJECTID,6 Digit Tract Code,Census ID,1.1: Proximity to schools (raw values),1.2: Proximity to modernized schools (raw values),1.3: Proximity to playgrounds (raw values),1.4: Proximity to crossing guards (raw values),1.5: Safe routes to school (raw values),1.6: Proximity to libraries (raw values),1.7: Access to wireless hotspots (raw values),1.8: Access to broadband internet (raw values),1.9: Proximity to recreation centers (raw values),2.1: Travel time to work (raw values),3.1: Proximity to banking institutions (raw values),3.2: Proximity to cash checking institutions (raw values),4.1: Housing stock quality (raw values),4.2: Share of homes built since 1970 (raw values),4.3: Distribution of affordable housing (raw values),4.4: Proximity to vacant or blighted houses (raw values),5.1: Proximity to Metro bus (raw values),5.2: Proximity to Metro station (raw values),5.3: Proximity to Capital Bikeshare locations (raw values),5.4: Access to bike lanes (raw values),5.5: Sidewalk quality (raw values),5.6: Parking availability (raw values),6.1: Proximity to grocery stores (raw values),6.2: Low Food Access areas (raw values),6.3: Proximity to farmers markets (raw values),6.4: Availability of healthy food within stores (raw values),6.5: Proximity to restaurants (raw values),6.6: Proximity to liquor stores (raw values),7.1: Proximity to health care facilities (raw values),7.2: Proximity to mental health facilities and providers (raw values),8.1: Tree canopy (raw values),8.2: Proximity to parks (raw values),8.3: Proximity to trails (raw values),8.4: Presence of mix of land uses (raw values),8.5: Positive land uses (raw values),8.6: Flood Plains (raw values),9.1: Proximity to vacant lots (raw values),9.2: Streetlight coverage (raw values),9.3: Proximity to police department locations (raw values),9.4: Proximity to fire stations (raw values),9.5: Proximity to High Injury Network Corridors (raw values),1.1: Proximity to schools (percentiles),1.2: Proximity to modernized schools (percentiles),1.3: Proximity to playgrounds (percentiles),1.4: Proximity to crossing guards (percentiles),1.5: Safe routes to school (percentiles),1.6: Proximity to libraries (percentiles),1.7: Access to wireless hotspots (percentiles),1.8: Access to broadband internet (percentiles),1.9: Proximity to recreation centers (percentiles),2.1: Travel time to work (percentiles),3.1: Proximity to banking institutions (percentiles),3.2: Proximity to cash checking institutions (percentiles),4.1: Housing stock quality (percentiles),4. 2: Share of homes built since 1970 (percentiles),4.3: Distribution of affordable housing (percentiles),4.4: Proximity to vacant or blighted houses (percentiles),5.1: Proximity to Metro bus (percentiles),5.2: Proximity to Metro station (percentiles),5.3: Proximity to Capital Bikeshare locations (percentiles),5.4: Access to bike lanes (percentiles),5.5: Sidewalk quality (percentiles),5.6: Parking availability (percentiles),6.1: Proximity to grocery stores (percentiles),6.2: Low Food Access areas (percentiles),6.3: Proximity to farmers markets (percentiles),6.4: Availability of healthy food within stores (percentiles),6.5: Proximity to restaurants (percentiles),6.6: Proximity to liquor stores (percentiles),7.1: Proximity to health care facilities (percentiles),7.2: Proximity to mental health facilities and providers (percentiles),8.1: Tree canopy (percentiles),8.2: Proximity to parks (percentiles),8.3: Proximity to trails (percentiles),8.4: Presence of mix of land uses (percentiles),8.5: Positive land uses (percentiles),8.6: Flood Plains (percentiles),9.1: Proximity to vacant lots (percentiles),9.2: Streetlight coverage (percentiles),9.3: Proximity to police department locations (percentiles),9.4: Proximity to fire stations (percentiles),9.5: Proximity to High Injury Network Corridors (percentiles),Driver 1: Education (percentiles),Driver 2: Employment (percentiles),Driver 3: Financial Institutions (percentiles),Driver 4: Housing (percentiles),Driver 5: Transportation (percentiles),Driver 6: Food Environment (percentiles),Driver 7: Medical Care (percentiles),Driver 8: Outdoor Environment (percentiles),Driver 9: Community Safety (percentiles),Overall Driver Score (percentiles),Bottom 10th percentile census tracts,Driver 1: Education (raw values),Driver 2: Employment (raw values),Driver 3: Financial Institutions (raw),Driver 4: Housing (raw values),Driver 5: Transportation (raw values),Driver 6: Food Environment (raw values),Driver 7: Medical Care (raw values),Driver 8: Outdoor Environment (raw values),Driver 9: Community Safety (raw values)
46,005203,11001005203,0.999904754,0.999904754,0.93538768,0,0,0.999904754,0.999904754,0.936109988,0.999904754,0.923046252,0.999904754,9.52462E-05,0,0.481320276,0.032281465,0.255026092,0.763024065,0.999904754,0.999904754,0.301808202,0.990397805,0.894718438,0.999904754,1,0.999904754,0.999904754,0.999904754,9.52462E-05,0.999904754,0.999904754,0.091894235,0.981080423,0,0.790140077,0.939840578,1,0.964144264,0.487729723,0.581648167,0.999904754,0.470372657,0.902912621,0.932038835,0.703883495,0.097087379,0.313106796,0.936893204,0.902912621,0.647058824,0.917475728,0.917475728,0.902912621,0.097087379,0.046116505,0.808823529,0.421568627,0.194174757,0.791262136,0.932038835,0.941747573,0.946601942,0.422330097,0.165048544,0.917475728,0.932038835,0.936893204,0.936893204,0.941747573,0.101941748,0.90776699,0.932038835,0.038834951,0.742718447,0.133495146,0.888349515,0.645631068,0.686893204,0.480582524,0.985436893,0.611650485,0.922330097,0.029126214,0.893203883,0.917475728,0.699029126,0.223300971,0.742718447,0.980582524,0.932038835,0.366504854,0.747572816,0.868932039,0,0.707813392,0.917475728,0.5,0.367670855,0.600339806,0.841150301,0.913834951,0.473786408,0.60223301
47,005003,11001005003,0.999910694,0.999910694,0.959604776,0.006284493,0,0.999910694,0.999910694,0.90733945,0.999910694,0.894192522,0.999910694,8.93062E-05,0.404437228,0.392913386,0.07480315,0.423433924,0.890447344,0.999910694,0.999910694,0.350988026,0.986666667,0.9394089,0.999910694,1,0.999910694,0.999910694,0.999910694,8.93062E-05,0.999910694,0.999910694,0.190885641,0.999910694,0,0.81375892,0.82420513,1,1,0.423218906,0.431845763,0.999910694,0.522197099,1,1,0.72815534,0.237864078,0.313106796,1,1,0.534313725,1,0.79368932,1,0.004854369,0.830097087,0.705882353,0.612745098,0.344660194,0.941747573,1,1,0.980582524,0.27184466,0.63592233,1,0.932038835,1,1,1,0.004854369,1,1,0.291262136,1,0.133495146,0.932038835,0.339805825,0.686893204,0.825242718,0.922330097,0.553398058,1,0.04368932,0.927184466,0.79368932,0.757281553,0.762135922,0.990291262,1,1,0.725728155,0.844660194,1,0,0.770352656,0.79368932,0.502427184,0.623346183,0.785038835,0.891513785,1,0.549514563,0.642524272
48,005004,11001005004,0.999903616,0.999903616,0.975069791,0.206651511,0,0.999903616,0.999903616,0.875742154,0.999903616,0.927671233,0.999903616,9.63837E-05,0.38030443,0.510486743,0.065294816,0.315043047,0.917572754,0.999903616,0.999903616,0.341735611,0.983931947,0.89958148,0.999903616,1,0.999903616,0.997492391,0.999903616,9.63837E-05,0.999903616,0.999903616,0.234030526,0.999903616,0,0.648519883,0.834416699,1,0.982429126,0.3363137,0.696664438,0.999903616,0.868889954,0.86407767,0.902912621,0.737864078,0.796116505,0.313106796,0.912621359,0.86407767,0.421568627,0.888349515,0.922330097,0.868932039,0.126213592,0.815533981,0.828431373,0.578431373,0.247572816,0.975728155,0.90776699,0.927184466,0.975728155,0.218446602,0.199029126,0.883495146,0.932038835,0.90776699,0.553398058,0.922330097,0.140776699,0.873786408,0.912621359,0.388349515,0.936893204,0.133495146,0.640776699,0.349514563,0.686893204,0.524271845,0.665048544,0.640776699,0.898058252,0.524271845,0.917475728,0.922330097,0.645631068,0.742718447,0.805825243,0.927184466,0.912621359,0.643203883,0.868932039,0.975728155,0,0.759590948,0.922330097,0.497572816,0.617492385,0.61638835,0.731320318,0.883495146,0.52815534,0.651213592
49,005802,11001005802,0.999894356,0.161448917,0.008425455,0.078406437,0,0.999894356,0.999894356,0.919774806,0.986138678,0.955789474,0.999894356,0.000105644,0.66569411,0.815420561,0,0.785855915,0.970068886,0.999894356,0.999894356,0.267225079,0.96680984,0.978749168,0.990048163,0.216448928,0.999894356,0,0.999894356,0.000105644,0.999894356,0.999894356,0.067243833,0.817500025,0.797589295,0,0.889849009,0.87193122,0.932897772,0.399399739,0.999894356,0.999894356,0.763164467,0.199029126,0.368932039,0.072815534,0.461165049,0.313106796,0.703883495,0.233009709,0.558823529,0.32038835,0.980582524,0.300970874,0.519417476,0.95631068,0.93627451,0.090686275,0.723300971,0.995145631,0.655339806,0.800970874,0.902912621,0.038834951,0.970873786,0.40776699,0.252427184,0.621359223,0.101941748,0.800970874,0.718446602,0.432038835,0.665048544,0.014563107,0.650485437,0.752427184,0.014563107,0.504854369,0.150485437,0.393203883,0.86407767,0.810679612,0.597087379,0.203883495,0.184466019,0.980582524,0.046116505,0.859223301,0.995145631,0.393203883,0.480582524,0.053398058,0.703883495,0.558252427,0,0.354957881,0.980582524,0.410194175,0.676643109,0.789684466,0.392486293,0.490291262,0.365533981,0.578834951
50,004703,11001004703,0.999887345,0.201691938,0.999887345,0.219206689,0,0.999887345,0.999887345,0.930206588,0.999887345,0.847639485,0.999887345,0.000112655,0.529321396,0.967396159,0.099598035,0.649361689,0.791430985,0.999887345,0.999887345,0.114052367,0.995008319,0.869418727,0.999887345,1,0.999887345,0.491275755,0.999887345,0.000112655,0.999887345,0.999887345,0.125203782,0.999887345,0,0.72459657,0.821293397,1,0.818747932,0.57384862,0.999887345,0.999887345,0.184962434,0.13592233,0.402912621,0.810679612,0.810679612,0.313106796,0.655339806,0.169902913,0.607843137,0.378640777,0.684466019,0.237864078,0.587378641,0.898058252,0.980392157,0.661764706,0.567961165,0.825242718,0.597087379,0.762135922,0.669902913,0.82038835,0.072815534,0.466019417,0.932038835,0.567961165,0.305825243,0.762135922,0.781553398,0.378640777,0.621359223,0.087378641,0.800970874,0.133495146,0.737864078,0.334951456,0.686893204,0.184466019,0.995145631,0.791262136,0.538834951,0.009708738,0.315533981,0.684466019,0.152912621,0.951456311,0.563106796,0.63592233,0.40776699,0.262135922,0.609223301,0.538834951,0,0.429144061,0.684466019,0.412621359,0.77704407,0.514058252,0.517244275,0.439320388,0.449029126,0.519708738
51,004704,11001004704,0.999897703,0.564050448,0.999897703,0.575028669,0.730287202,0.999897703,0.999897703,0.75,0.999897703,1,0.999897703,0.000102297,0.039620774,0.537621359,1,0.85596955,0.813841206,0.999897703,0.982985985,0.075515512,0.990154712,0.855804535,0.999897703,1,0.999897703,0.999897703,0.984193353,0.000102297,0.999897703,0.999897703,0.112357259,0.759428768,0.318118157,0.57480125,0.576580125,1,0.915845238,0.320749671,0.886594014,0.999897703,0.416014086,0.334951456,0.558252427,0.878640777,0.995145631,0.898058252,0.77184466,0.36407767,0.142156863,0.538834951,0.997572816,0.427184466,0.402912621,0.305825243,0.848039216,0.995098039,0.810679612,0.868932039,0.723300971,0.694174757,0.567961165,0.40776699,0.048543689,0.601941748,0.932038835,0.694174757,0.694174757,0.72815534,0.587378641,0.533980583,0.723300971,0.072815534,0.626213592,0.461165049,0.461165049,0.048543689,0.686893204,0.339805825,0.631067961,0.733009709,0.684466019,0.014563107,0.72815534,0.997572816,0.208737864,0.927184466,0.412621359,0.844660194,0.582524272,0.174757282,0.5,0.742718447,0,0.599375357,0.997572816,0.415048544,0.739910527,0.46784466,0.649767511,0.58131068,0.42038835,0.47184466
52,010603,11001010603,0.999896671,0.999896671,0.47204392,0.010005334,0.608590422,0.999896671,0.999896671,0.967821782,0.999896671,0.81981383,0.999896671,0.000103329,0.724512569,0.979178082,0.196164384,0.961483174,0.649059319,0.999896671,0.999896671,0.210018733,0.978070175,0.931290671,0.999896671,0.946944624,0.969980822,0.999896671,0.999896671,0.000103329,0.999896671,0.999896671,0.044198413,0.000128106,0.999896671,0.326032882,0.563740609,1,0.849832909,0.321809838,0.519242817,0.999896671,0.632003732,0.286407767,0.815533981,0.393203883,0.252427184,0.873786408,0.747572816,0.32038835,0.833333333,0.5,0.587378641,0.388349515,0.436893204,0.985436893,0.995098039,0.843137255,0.917475728,0.669902913,0.708737864,0.810679612,0.815533981,0.121359223,0.577669903,0.572815534,0.781553398,0.475728155,0.665048544,0.825242718,0.63592233,0.5,0.713592233,0.009708738,0.160194175,0.966019417,0.04368932,0.04368932,0.686893204,0.208737864,0.63592233,0.597087379,0.655339806,0.101941748,0.606796117,0.587378641,0.152912621,1,0.796116505,0.781553398,0.567961165,0.075242718,0.388349515,0.63592233,0,0.535558252,0.587378641,0.412621359,0.935286979,0.615703883,0.59576276,0.553398058,0.373300971,0.444271845
53,010601,11001010601,0.9998935,0.759684517,0.791687522,0.098264772,0.9998935,0.9998935,0.9998935,0.879762913,0.9998935,0.810569106,0.9998935,0.0001065,0.790749425,0.978889758,0.360437842,0.772556037,0.718155016,0.9998935,0.923452664,0.027610363,0.960784314,0.851039695,0.9998935,0.940217554,0.9998935,0.9998935,0.9998935,0.0001065,0.9998935,0.9998935,0.110331174,0.458850243,0.87342738,0.727287859,0.776395395,1,0.596087293,0.382834296,0,0.9998935,0.474820279,0.169902913,0.626213592,0.597087379,0.519417476,0.961165049,0.674757282,0.203883495,0.43627451,0.417475728,0.514563107,0.27184466,0.548543689,0.995145631,0.990196078,0.926470588,0.694174757,0.737864078,0.626213592,0.601941748,0.402912621,0.029126214,0.04368932,0.495145631,0.776699029,0.59223301,0.597087379,0.781553398,0.747572816,0.402912621,0.645631068,0.063106796,0.5,0.805825243,0.747572816,0.242718447,0.686893204,0.048543689,0.805825243,0.165048544,0.567961165,0.033980583,0.45631068,0.514563107,0.046116505,0.985436893,0.17961165,0.72815534,0.446601942,0.524271845,0.101941748,0.402912621,0,0.489638064,0.514563107,0.410194175,0.901496764,0.356359223,0.583020359,0.463592233,0.510194175,0.347621359
54,011002,11001011002,0.686130926,0.523354953,0.27465261,0,0,0.380373799,0.661710549,0.817084494,0.518456175,0.903703704,0.595418926,0.567638012,0.167682545,0.096212121,0.008333333,1,0.202076945,0.470033405,0.312291254,0.056975581,0.972307692,0.915453843,0.423486337,0.318339689,0.517330573,0,0.175514131,0.26794327,0.508509966,0,0.225931614,0.290183064,0.998486011,0.791766034,0.978747727,0.205754753,0.998744396,0.04787691,0.509002422,0.519331001,0.958253311,0.019417476,0.54368932,0.266990291,0.097087379,0.313106796,0.247572816,0.04368932,0.274509804,0.077669903,0.830097087,0.033980583,0.888349515,0.587378641,0.171568627,0.289215686,0.983009709,0.067961165,0.325242718,0.184466019,0.490291262,0.072815534,0.349514563,0.155339806,0.339805825,0.276699029,0.101941748,0.101941748,0.912621359,0.097087379,0.063106796,0.368932039,0.398058252,0.961165049,0.902912621,0.834951456,0.009708738,0.621359223,0.019417476,0.582524272,0.223300971,0.757281553,0.048543689,0.830097087,0.475728155,0.5,0.038834951,0.024271845,0.053398058,0.587378641,0.325242718,0.13592233,0,0.183148915,0.830097087,0.461165049,0.507793166,0.26476699,0.189901123,0.088592233,0.521359223,0.426504854
55,010201,11001010201,0.999897,0.999897,0.470032,0.29904,0.379881,0.999897,0.999897,0.938079,0.999897,0.890089,0.999897,0.000103,0.577737,0.692166,0.140092,1,0.90019,0.999897,0.99895,0.257098,0.990775,0.951559,0.999897,1,0.999897,0,0.999897,0.000103,0.999897,0,0.166165,0.999897,0.805039,0.791085,0.694456,0.651423,0.532736,0.312954,0.999897,0.999897,0.800774,0.291262,0.820388,0.38835,0.917476,0.805825,0.752427,0.325243,0.676471,0.504854,0.771845,0.393204,0.432039,0.936893,0.906863,0.715686,0.98301,0.956311,0.713592,0.742718,0.88835,0.446602,0.800971,0.57767,0.932039,0.669903,0.101942,0.830097,0.631068,0.504854,0.063107,0.174757,0.859223,0.757282,0.898058,0.135922,0.063107,0.029126,0.582524,0.830097,0.660194,0.325243,0.742718,0.771845,0.152913,0.980583,0.975728,0.631068,0.364078,0.373786,0.57767,0.771845,0,0.601221,0.771845,0.412621,0.885613,0.775078,0.514209,0.394417,0.474272,0.505097
56,011001,11001011001,0.999899407,0.888119048,0.999899407,0,0,0.999899407,0.999899407,0.943797121,0.999899407,0.907827359,0.999899407,0.000100593,0.180844983,0.115459883,0.110893673,1,0.786811386,0.999899407,0.999899407,0.177186143,0.995505618,0.832087452,0.999899407,0.930285866,0.999899407,0,0.333200139,0.000100593,0.999899407,0,0.306079108,0.982634865,0.890687991,0.5,0.989595992,0.312036736,0.956041579,0.13152344,0.999899407,0.999899407,0.846469928,0.45631068,0.645631068,0.893203883,0.097087379,0.313106796,0.810679612,0.480582524,0.710784314,0.606796117,0.854368932,0.524271845,0.344660194,0.611650485,0.210784314,0.691176471,0.983009709,0.810679612,0.766990291,0.839805825,0.786407767,0.854368932,0.014563107,0.655339806,0.766990291,0.733009709,0.101941748,0.22815534,0.480582524,0.597087379,0.063106796,0.611650485,0.752427184,0.830097087,0.089805825,0.936893204,0.014563107,0.45631068,0.063106796,0.868932039,0.733009709,0.45631068,0.54368932,0.854368932,0.317961165,0.766990291,0.645631068,0.398058252,0.441747573,0.703883495,0.533980583,0.718446602,0,0.5131996,0.854368932,0.434466019,0.624155245,0.546281553,0.395519768,0.463592233,0.544417476,0.492912621
57,007203,11001007203,0.9999,0,0.9999,0.089417,0,0.9999,0.9999,0.936508,0.9999,0.862801,0.9999,0.0001,0.521997,0.929444,0.041667,0.772948,0.475213,0.9999,0.9999,0.155817,0.992114,0.924197,0.9999,0.998086,0.9999,0.539999,0.9999,0.0001,0.9999,0.976962,0.095027,0.9999,0.993619,0.790914,0.713984,0.986204,0.765246,0.466494,0.9999,0.9999,0.777641,0.475728,0.114078,0.902913,0.485437,0.313107,0.825243,0.5,0.656863,0.621359,0.718447,0.543689,0.330097,0.893204,0.970588,0.460784,0.699029,0.334951,0.776699,0.849515,0.762136,0.553398,0.461165,0.669903,0.859223,0.752427,0.320388,0.859223,0.461165,0.61165,0.57767,0.043689,0.88835,0.956311,0.893204,0.169903,0.320388,0.121359,0.961165,0.878641,0.742718,0.237864,0.548544,0.718447,0.339806,0.941748,0.713592,0.776699,0.631068,0.718447,0.781553,0.839806,0,0.51401,0.718447,0.436893,0.755901,0.580811,0.593578,0.603155,0.548058,0.612816
58,007201,11001007201,0.999901184,0,0.870063676,0.040003037,0,0.435237286,0.999901184,0.986774431,0.999901184,0.821879383,0.999901184,0.089770546,0.411310274,0.91166989,0.486782721,0.960304197,0.258972345,0.986314423,0.680074423,0.095689794,0.987816764,0.903904158,0.999901184,0.602300868,0.982113811,0.268689468,0.746821107,9.88157E-05,0.999901184,0.41205883,0.086448477,0.983900668,0.935738331,0.770799781,0.790874923,0.520699122,0.973287836,0.144756855,0.811646339,0.843317782,0.853205567,0.669902913,0.11407767,0.660194175,0.339805825,0.313106796,0.281553398,0.684466019,0.946078431,0.752427184,0.597087379,0.703883495,0.708737864,0.839805825,0.965686275,0.955882353,0.912621359,0.101941748,0.553398058,0.475728155,0.626213592,0.315533981,0.242718447,0.752427184,0.606796117,0.485436893,0.27184466,0.485436893,0.300970874,0.742718447,0.286407767,0.033980583,0.757281553,0.878640777,0.844660194,0.281553398,0.024271845,0.5,0.072815534,0.699029126,0.383495146,0.485436893,0.577669903,0.597087379,0.922330097,0.990291262,0.165048544,0.5,0.674757282,0.27184466,0.281553398,0.645631068,0,0.523322387,0.597087379,0.70631068,0.918498953,0.348718447,0.432048717,0.628640777,0.451456311,0.409660194
59,009510,11001009510,0.999898317,0,0.04707356,0.071317318,0,0.162273931,0.999898317,0.768286172,0.414394535,0.837579618,0.999898317,0.285600758,0.036005101,0.219413549,0.06875632,0.804913635,0.380904054,0.817686077,0.038271436,0.007962412,0.990427569,0.932314389,0.645011898,0.187234451,0.140366213,0.999758919,0.565350163,0.000101683,0.913148733,0.235864562,0.441494734,0,0.602852879,0.729662754,0.453334761,1,1,0.21540143,0,0.999898317,0.848300268,0.354368932,0.11407767,0.126213592,0.436893204,0.313106796,0.13592233,0.383495146,0.181372549,0.058252427,0.650485437,0.441747573,0.791262136,0.296116505,0.406862745,0.593137255,0.747572816,0.223300971,0.461165049,0.033980583,0.266990291,0.427184466,0.597087379,0.237864078,0.218446602,0.131067961,0.563106796,0.383495146,0.572815534,0.237864078,0.223300971,0.82038835,0.080097087,0.621359223,0.752427184,0.004854369,0.686893204,0.825242718,0.223300971,0.165048544,0.699029126,0.461165049,0.101941748,0.650485437,0.876213592,0.514563107,0.223300971,0.242718447,0.199029126,0.563106796,0.383495146,0.339805825,0,0.247037407,0.650485437,0.616504854,0.51092233,0.392684466,0.300738324,0.234223301,0.517475728,0.443980583
60,009511,11001009511,0.965777,0,0.037947688,0.047707632,0,0,0.847990648,,0.813936301,0.943514644,0.95404023,0.356541274,0.057461419,,,1,0.178266395,0.789143597,0.376891679,0.08038199,0.974137931,0.916557494,0.63303105,0.049655334,0.78258997,0.827268687,0.245218468,0.039234841,0.275536666,0.611787369,0.32092029,0,0.575479281,0,0.786158149,1,1,0.059175102,0,0.736305059,0.930066011,0.09223301,0.11407767,0.111650485,0.368932039,0.313106796,0.024271845,0.082524272,,0.194174757,0.951456311,0.174757282,0.805825243,0.368932039,,,0.983009709,0.053398058,0.451456311,0.252427184,0.582524272,0.09223301,0.354368932,0.22815534,0.106796117,0.388349515,0.417475728,0.169902913,0.839805825,0.072815534,0.398058252,0.650485437,0.080097087,0.606796117,0.014563107,0.262135922,0.686893204,0.825242718,0.029126214,0.165048544,0.310679612,0.684466019,0.029126214,0.951456311,0.616504854,0.854368932,0.09223301,0.169902913,0.104368932,0.211165049,0.182038835,0.199029126,0,0.170631068,0.951456311,0.490291262,0.675970874,0.305106796,0.261811834,0.154126214,0.432524272,0.377184466
61,000600,11001000600,0.999901546,0.934470842,0.90245192,0.108286871,0,0.953243171,0.999901546,0.937443744,0.999901546,0.853728489,0.999901546,0.04409639,0.313742742,0.055678303,0.005302696,0.811661126,0.370823962,0.960788667,0.452056765,0.030831684,0.976958525,0.968714457,0.999901546,0.745842216,0.988717441,0,0.390331314,9.84541E-05,0.999901546,0.041353818,0.55989671,0.248881974,0.727875259,0.531740281,0.841963808,0.990420102,1,0.26823974,0.859265923,0.95889701,0.881906812,0.703883495,0.67961165,0.684466019,0.582524272,0.313106796,0.587378641,0.718446602,0.661764706,0.77184466,0.703883495,0.72815534,0.669902913,0.757281553,0.058823529,0.254901961,0.762135922,0.218446602,0.519417476,0.325242718,0.412621359,0.106796117,0.922330097,0.776699029,0.674757282,0.509708738,0.101941748,0.281553398,0.281553398,0.766990291,0.169902913,0.90776699,0.373786408,0.694174757,0.242718447,0.359223301,0.339805825,0.825242718,0.427184466,0.72815534,0.461165049,0.558252427,0.786407767,0.703883495,0.912621359,0.402912621,0.587378641,0.359223301,0.662621359,0.61407767,0.699029126,0.796116505,0,0.63294546,0.703883495,0.699029126,0.458285741,0.521669903,0.365179748,0.617718447,0.523300971,0.578009709
62,000702,11001000702,0.999903877,0.036992141,0.999903877,0.140808302,0,0.042651217,0.999903877,0.876440756,0.999903877,0.899894626,0.999903877,0.50922572,0.290539798,0.185772358,0.026829268,0.76949988,0.687775941,0,0.79584813,0.091760139,0.984375,0.894385767,0.999903877,0.613447254,0.001852683,0,0.209647421,9.61227E-05,0.946175366,0,0.40778098,0,0.559729377,0.5,0.583543897,1,1,0.176416348,0.424866863,0,0.903281016,0.883495146,0.296116505,0.966019417,0.665048544,0.313106796,0.082524272,0.883495146,0.426470588,0.902912621,0.825242718,0.883495146,0.86407767,0.708737864,0.343137255,0.392156863,0.67961165,0.708737864,0.075242718,0.548543689,0.601941748,0.22815534,0.160194175,0.898058252,0.611650485,0.067961165,0.101941748,0.13592233,0.121359223,0.27184466,0.063106796,0.781553398,0.080097087,0.587378641,0.089805825,0.063106796,0.686893204,0.825242718,0.126213592,0.548543689,0.019417476,0.606796117,0.752427184,0.825242718,0.975728155,0.572815534,0.131067961,0.155339806,0.189320388,0.242718447,0.237864078,0.441747573,0,0.618817818,0.825242718,0.873786408,0.530910908,0.338235437,0.25498534,0.219660194,0.442475728,0.399368932
63,007404,11001007404,0.999902,0.91768,0.597755,0.093018,0.483304,0.931375,0.999902,0.730507,0.970056,0.816311,0.968494,0.902551,0.094133,0.689655,0.270007,0.814397,0.505233,0.693419,0.248411,0.021627,0.996537,0.935757,0.885959,0.481213,0.201408,0.950629,0.334497,0.379203,0.999902,0.378227,0.338296,0.061596,0.612773,0.5,0.592559,1,0.911572,0.200455,0.42258,0.580332,0.85172,0.752427,0.665049,0.456311,0.495146,0.84466,0.543689,0.762136,0.107843,0.300971,0.563107,0.184466,0.961165,0.5,0.901961,0.887255,0.76699,0.38835,0.432039,0.131068,0.359223,0.912621,0.621359,0.339806,0.480583,0.140777,0.480583,0.23301,0.966019,0.791262,0.281553,0.694175,0.223301,0.640777,0.089806,0.067961,0.686893,0.320388,0.179612,0.543689,0.252427,0.480583,0.684466,0.563107,0.82767,0.946602,0.524272,0.286408,0.711165,0.315534,0.116505,0.640777,0,0.572045,0.563107,0.572816,0.764051,0.499854,0.335372,0.663835,0.464806,0.354563
64,007301,11001007301,0.075495,0,1.1E-05,0,0.029022,0.006456,0.099512,0.993497,0.04215,0.91952,0.047717,0.959643,0,0.901268,0,1,0.019206,0.046743,0,3.4E-05,0.990909,0.847875,0.010342,0.978239,0.012063,0.038027,0.002734,0.933878,0.042219,0.016444,0.131058,0,0.239717,0,0.845593,0.58134,1,0.029539,0,0.011103,0.994694,0.004854,0.114078,0.048544,0.097087,0.640777,0.058252,0.004854,0.965686,0.004854,0.912621,0.004854,0.980583,0.046117,0.960784,0.090686,0.98301,0.004854,0.194175,0.009709,0.213592,0.451456,0.033981,0.063107,0.834951,0.082524,0.218447,0.024272,1,0.019417,0.160194,0.097087,0.080097,0.407767,0.014563,0.368932,0.048544,0.825243,0.009709,0.165049,0.053398,0.815534,0.058252,0.912621,0.628641,0.538835,0.004854,0.208738,0.024272,0.004854,0.126214,0.063107,1,0.186383,0.912621,0.492718,0.520149,0.120752,0.281616,0.054612,0.165049,0.355097
65,003902,11001003902,0.999905769,0,0.648618187,0.03637632,0,0.824112466,0.999905769,0.942268041,0.999905769,0.791871921,0.999905769,9.42311E-05,0.270172817,0.075821398,0.01179444,0.596021206,0.261872611,0.999905769,0.834436042,0.319333699,0.994467497,0.947229488,0.999905769,0.67635478,0.999905769,0.54751779,0.565867497,9.42311E-05,0.999905769,0.961802744,0.622674934,0.981683077,0.999905769,0.519698614,0.982373114,0.876551016,1,0.233866552,0.999905769,0.999905769,1,0.941747573,0.11407767,0.529126214,0.325242718,0.313106796,0.495145631,0.941747573,0.705882353,0.951456311,0.436893204,0.941747573,0.058252427,0.674757282,0.117647059,0.31372549,0.533980583,0.106796117,0.95631068,0.582524272,0.966019417,0.800970874,0.752427184,0.946601942,0.650485437,0.95631068,0.325242718,0.388349515,0.063106796,0.946601942,0.567961165,0.946601942,0.747572816,1,0.184466019,0.868932039,0.155339806,0.825242718,0.286407767,0.975728155,0.951456311,0.912621359,0.762135922,0.436893204,0.699029126,0.291262136,0.893203883,0.669902913,0.878640777,0.970873786,0.961165049,0.888349515,0,0.621812536,0.436893204,0.5,0.410027603,0.690009709,0.549888064,0.851941748,0.675242718,0.769466019
66,000903,11001000903,0.999900237,0,0.439144126,0,0,0.02208348,0.999900237,1,0.778558744,0.806484296,0.999900237,1,0.047440413,0.156626506,0,0.936252883,0.286839567,0.007408508,0.232086011,0.000198046,0.991404011,0.975902729,0.655780499,0.005594197,0,0,0.250223265,0.003407312,0.230152691,0,0.537039459,0.557696906,0.239551239,0.537425663,0.967832643,0.991514376,1,0.139628807,0.002789118,0.161462601,1,0.533980583,0.11407767,0.359223301,0.097087379,0.313106796,0.072815534,0.563106796,0.987745098,0.169902913,0.5,0.587378641,0.992718447,0.330097087,0.299019608,0.090686275,0.878640777,0.121359223,0.160194175,0.121359223,0.223300971,0.490291262,0.95631068,0.242718447,0.053398058,0.031553398,0.101941748,0.17961165,0.796116505,0.053398058,0.063106796,0.893203883,0.54368932,0.402912621,0.27184466,0.800970874,0.349514563,0.825242718,0.067961165,0.339805825,0.077669903,0.912621359,0.169902913,0.5,0.951456311,0.281553398,0.36407767,0.004854369,0.029126214,0.708737864,0.354368932,0.223300971,0,0.336520203,0.5,0.790048544,0.399610937,0.456878641,0.105073741,0.055825243,0.545145631,0.430194175
