"Year","StateAbbr","StateDesc","CountyName","CountyFIPS","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","TotalPop18plus","Geolocation","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text"
"2023","DC","District of Columbia","District of Columbia","11001","11001009901","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","4.5",,,"3.9","5.2","2,364","1,967","POINT (-76.9553332 38.8753461)","11001009901","DISABLT","VISION","CrdPrv","Vision Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001010900","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","25.4",,,"21.7","29.0","3,333","2,403","POINT (-77.0238475 38.8132364)","11001010900","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers"
"2023","DC","District of Columbia","District of Columbia","11001","11001009803","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence","4.8",,,"4.3","5.3","2,968","2,233","POINT (-77.0043421 38.8356929)","11001009803","HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma"
"2023","DC","District of Columbia","District of Columbia","11001","11001010602","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","2.2",,,"1.9","2.6","6,594","5,900","POINT (-76.9994636 38.9033936)","11001010602","DISABLT","HEARING","CrdPrv","Hearing Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001010202","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","5.2",,,"4.0","6.8","2,631","2,454","POINT (-77.024577 38.8843563)","11001010202","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2023","DC","District of Columbia","District of Columbia","11001","11001010400","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","16.4",,,"13.7","19.1","4,616","3,616","POINT (-77.0009082 38.8512668)","11001010400","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001009807","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","14.9",,,"12.2","17.9","3,523","2,717","POINT (-77.0117577 38.8292038)","11001009807","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking"
"2023","DC","District of Columbia","District of Columbia","11001","11001980000","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","5.8",,,"4.6","7.5","176","167","POINT (-77.0363219 38.8809933)","11001980000","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat"
"2023","DC","District of Columbia","District of Columbia","11001","11001010100","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","8.7",,,"7.7","9.7","2,699","2,625","POINT (-77.0318472 38.9026971)","11001010100","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","DC","District of Columbia","District of Columbia","11001","11001009904","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","4.5",,,"3.9","5.2","2,886","2,076","POINT (-76.9311353 38.8851712)","11001009904","HLTHOUT","STROKE","CrdPrv","Stroke"
"2023","DC","District of Columbia","District of Columbia","11001","11001009906","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","12.8",,,"10.1","15.7","1,773","1,407","POINT (-76.9359151 38.8879464)","11001009906","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking"
"2023","DC","District of Columbia","District of Columbia","11001","11001011001","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","4.3",,,"3.8","4.9","2,423","2,203","POINT (-77.0157419 38.8741656)","11001011001","DISABLT","HEARING","CrdPrv","Hearing Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001009811","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","23.4",,,"19.5","27.6","4,438","2,988","POINT (-76.9984594 38.826651)","11001009811","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2023","DC","District of Columbia","District of Columbia","11001","11001010201","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","71.2",,,"66.4","75.9","3,341","3,192","POINT (-77.0184625 38.8779576)","11001010201","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2023","DC","District of Columbia","District of Columbia","11001","11001010202","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Crude prevalence","35.0",,,"30.9","39.3","2,631","2,454","POINT (-77.024577 38.8843563)","11001010202","SOCLNEED","LONELINESS","CrdPrv","Loneliness"
"2023","DC","District of Columbia","District of Columbia","11001","11001010602","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Crude prevalence","1.7",,,"1.5","1.9","6,594","5,900","POINT (-76.9994636 38.9033936)","11001010602","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease"
"2023","DC","District of Columbia","District of Columbia","11001","11001011002","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","8.2",,,"6.9","9.7","1,859","1,791","POINT (-77.0182455 38.8681789)","11001011002","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001009810","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","10.1",,,"7.7","12.7","2,461","1,749","POINT (-77.0037886 38.826037)","11001009810","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2023","DC","District of Columbia","District of Columbia","11001","11001010500","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","75.0",,,"70.6","79.2","3,712","3,297","POINT (-77.0133789 38.8818529)","11001010500","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2023","DC","District of Columbia","District of Columbia","11001","11001010601","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","24.6",,,"20.6","29.2","2,130","2,023","POINT (-77.0063018 38.907653)","11001010601","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2023","DC","District of Columbia","District of Columbia","11001","11001009901","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","4.3",,,"3.7","5.0","2,364","1,967","POINT (-76.9553332 38.8753461)","11001009901","DISABLT","HEARING","CrdPrv","Hearing Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001009903","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","20.2",,,"17.5","23.1","2,004","1,522","POINT (-76.9212121 38.888318)","11001009903","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2023","DC","District of Columbia","District of Columbia","11001","11001011100","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","12.7",,,"11.1","14.4","5,903","4,361","POINT (-76.9681631 38.9158612)","11001011100","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001011001","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","4.1",,,"3.5","4.8","2,423","2,203","POINT (-77.0157419 38.8741656)","11001011001","DISABLT","VISION","CrdPrv","Vision Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001009903","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","10.4",,,"8.7","12.1","2,004","1,522","POINT (-76.9212121 38.888318)","11001009903","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001010601","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","6.3",,,"5.2","7.8","2,130","2,023","POINT (-77.0063018 38.907653)","11001010601","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers"
"2022","DC","District of Columbia","District of Columbia","11001","11001011100","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","18.8",,,"15.7","22.1","5,903","4,361","POINT (-76.9681631 38.9158612)","11001011100","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2023","DC","District of Columbia","District of Columbia","11001","11001009803","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","19.6",,,"16.5","22.8","2,968","2,233","POINT (-77.0043421 38.8356929)","11001009803","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2022","DC","District of Columbia","District of Columbia","11001","11001010700","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","6.2",,,"5.1","7.4","2,296","2,210","POINT (-77.0419809 38.9039988)","11001010700","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2022","DC","District of Columbia","District of Columbia","11001","11001009907","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Crude prevalence","54.3",,,"49.3","59.2","2,259","1,701","POINT (-76.9388146 38.8827718)","11001009907","PREVENT","DENTAL","CrdPrv","Dental Visit"
"2023","DC","District of Columbia","District of Columbia","11001","11001009810","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence","4.0",,,"3.6","4.5","2,461","1,749","POINT (-77.0037886 38.826037)","11001009810","HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma"
"2023","DC","District of Columbia","District of Columbia","11001","11001009902","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","5.6",,,"4.6","6.7","2,774","2,242","POINT (-76.9445542 38.8717861)","11001009902","HLTHOUT","COPD","CrdPrv","COPD"
"2023","DC","District of Columbia","District of Columbia","11001","11001009905","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","23.9",,,"19.5","28.2","2,790","2,066","POINT (-76.9250522 38.8843295)","11001009905","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001010800","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","11.0",,,"9.2","13.0","6,879","6,779","POINT (-77.044612 38.8973521)","11001010800","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2023","DC","District of Columbia","District of Columbia","11001","11001009907","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence","4.7",,,"4.1","5.2","2,259","1,701","POINT (-76.9388146 38.8827718)","11001009907","HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma"
"2023","DC","District of Columbia","District of Columbia","11001","11001010400","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence","31.1",,,"24.6","37.8","4,616","3,616","POINT (-77.0009082 38.8512668)","11001010400","SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps"
"2022","DC","District of Columbia","District of Columbia","11001","11001010100","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence","27.4",,,"22.5","32.5","2,699","2,625","POINT (-77.0318472 38.9026971)","11001010100","RISKBEH","SLEEP","CrdPrv","Short Sleep Duration"
"2023","DC","District of Columbia","District of Columbia","11001","11001010300","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","18.4",,,"15.1","22.1","3,604","2,818","POINT (-77.0271875 38.9761556)","11001010300","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001009902","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","4.9",,,"4.2","5.7","2,774","2,242","POINT (-76.9445542 38.8717861)","11001009902","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001010500","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","23.8",,,"20.7","27.2","3,712","3,297","POINT (-77.0133789 38.8818529)","11001010500","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2023","DC","District of Columbia","District of Columbia","11001","11001009901","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Crude prevalence","5.3",,,"4.6","6.0","2,364","1,967","POINT (-76.9553332 38.8753461)","11001009901","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease"
"2023","DC","District of Columbia","District of Columbia","11001","11001010300","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","20.5",,,"17.7","23.6","3,604","2,818","POINT (-77.0271875 38.9761556)","11001010300","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2023","DC","District of Columbia","District of Columbia","11001","11001011100","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","11.7",,,"10.4","13.1","5,903","4,361","POINT (-76.9681631 38.9158612)","11001011100","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","DC","District of Columbia","District of Columbia","11001","11001010700","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","5.0",,,"4.3","5.8","2,296","2,210","POINT (-77.0419809 38.9039988)","11001010700","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers"
"2023","DC","District of Columbia","District of Columbia","11001","11001009803","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","21.6",,,"18.0","25.6","2,968","2,233","POINT (-77.0043421 38.8356929)","11001009803","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2023","DC","District of Columbia","District of Columbia","11001","11001980000","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","33.6",,,"29.5","37.9","176","167","POINT (-77.0363219 38.8809933)","11001980000","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2023","DC","District of Columbia","District of Columbia","11001","11001009905","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","17.1",,,"14.8","19.5","2,790","2,066","POINT (-76.9250522 38.8843295)","11001009905","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress"
"2022","DC","District of Columbia","District of Columbia","11001","11001009905","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","77.5",,,"71.0","83.0","2,790","2,066","POINT (-76.9250522 38.8843295)","11001009905","PREVENT","MAMMOUSE","CrdPrv","Mammography"
"2023","DC","District of Columbia","District of Columbia","11001","11001009804","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","24.2",,,"20.3","28.7","2,517","1,872","POINT (-76.997258 38.8420148)","11001009804","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2023","DC","District of Columbia","District of Columbia","11001","11001010201","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","19.9",,,"17.0","23.3","3,341","3,192","POINT (-77.0184625 38.8779576)","11001010201","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support"
"2023","DC","District of Columbia","District of Columbia","11001","11001010201","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","4.8",,,"3.9","5.8","3,341","3,192","POINT (-77.0184625 38.8779576)","11001010201","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat"
