"Year","StateAbbr","StateDesc","CountyName","CountyFIPS","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","TotalPop18plus","Geolocation","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text"
"2023","DC","District of Columbia","District of Columbia","11001","11001001901","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","3.7",,,"3.2","4.4","4,206","3,316","POINT (-77.0236327 38.9646853)","11001001901","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001009301","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","74.9",,,"72.2","77.6","3,853","3,104","POINT (-76.9864892 38.9307613)","11001009301","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication"
"2023","DC","District of Columbia","District of Columbia","11001","11001009400","BRFSS","Disability","Any disability among adults","%","Crude prevalence","22.8",,,"19.1","27.2","4,424","3,564","POINT (-76.9742464 38.9368061)","11001009400","DISABLT","DISABILITY","CrdPrv","Any Disability"
"2022","DC","District of Columbia","District of Columbia","11001","11001004100","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","77.8",,,"71.4","83.3","2,836","2,606","POINT (-77.0516151 38.9159337)","11001004100","PREVENT","MAMMOUSE","CrdPrv","Mammography"
"2023","DC","District of Columbia","District of Columbia","11001","11001003500","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","23.3",,,"19.7","27.5","4,801","4,489","POINT (-77.024341 38.9223765)","11001003500","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support"
"2022","DC","District of Columbia","District of Columbia","11001","11001007202","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","3.1",,,"2.5","3.8","4,303","4,152","POINT (-77.0070741 38.8786426)","11001007202","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2023","DC","District of Columbia","District of Columbia","11001","11001008802","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence","9.0",,,"7.8","10.5","4,360","3,741","POINT (-76.9866786 38.9039498)","11001008802","HLTHOUT","DIABETES","CrdPrv","Diabetes"
"2022","DC","District of Columbia","District of Columbia","11001","11001002302","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Crude prevalence","74.3",,,"70.3","77.9","1,762","1,495","POINT (-77.0095843 38.934127)","11001002302","PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening"
"2023","DC","District of Columbia","District of Columbia","11001","11001000804","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","9.6",,,"7.6","12.0","3,832","3,035","POINT (-77.0918347 38.9221746)","11001000804","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2022","DC","District of Columbia","District of Columbia","11001","11001004704","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","28.1",,,"24.0","32.3","1,945","1,339","POINT (-77.0114767 38.904566)","11001004704","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2023","DC","District of Columbia","District of Columbia","11001","11001008903","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","8.6",,,"7.4","10.1","3,062","2,404","POINT (-76.977718 38.9041579)","11001008903","DISABLT","VISION","CrdPrv","Vision Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001009204","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","7.5",,,"6.2","8.9","2,889","2,225","POINT (-76.9987071 38.9234161)","11001009204","HLTHOUT","COPD","CrdPrv","COPD"
"2023","DC","District of Columbia","District of Columbia","11001","11001004801","BRFSS","Disability","Any disability among adults","%","Crude prevalence","18.0",,,"14.8","21.8","2,820","2,585","POINT (-77.0195344 38.9117413)","11001004801","DISABLT","DISABILITY","CrdPrv","Any Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001001600","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","6.1",,,"4.7","7.8","4,471","3,466","POINT (-77.0382324 38.9849725)","11001001600","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking"
"2023","DC","District of Columbia","District of Columbia","11001","11001009302","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","14.7",,,"12.8","16.9","1,750","1,476","POINT (-76.9907773 38.9251636)","11001009302","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2023","DC","District of Columbia","District of Columbia","11001","11001004702","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","2.1",,,"1.8","2.4","3,934","3,715","POINT (-77.0136108 38.9008601)","11001004702","DISABLT","HEARING","CrdPrv","Hearing Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001004201","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","1.9",,,"1.7","2.4","3,548","3,398","POINT (-77.0388456 38.9162076)","11001004201","DISABLT","VISION","CrdPrv","Vision Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001000501","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","4.8",,,"4.1","5.8","3,829","3,470","POINT (-77.051434 38.9264548)","11001000501","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001007409","BRFSS","Health Outcomes","Stroke among adults","%","Crude prevalence","5.6",,,"4.8","6.5","3,835","2,579","POINT (-76.975165 38.8445818)","11001007409","HLTHOUT","STROKE","CrdPrv","Stroke"
"2023","DC","District of Columbia","District of Columbia","11001","11001005003","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence","4.5",,,"3.9","5.2","2,143","2,058","POINT (-77.0307609 38.9074041)","11001005003","HLTHOUT","DIABETES","CrdPrv","Diabetes"
"2023","DC","District of Columbia","District of Columbia","11001","11001004100","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","8.1",,,"6.9","9.6","2,836","2,606","POINT (-77.0516151 38.9159337)","11001004100","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001004902","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","18.1",,,"15.5","20.8","3,449","3,022","POINT (-77.0243932 38.9058867)","11001004902","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2023","DC","District of Columbia","District of Columbia","11001","11001003000","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","9.6",,,"8.5","10.9","3,561","3,032","POINT (-77.0299525 38.9288689)","11001003000","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001004201","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","3.7",,,"3.1","4.5","3,548","3,398","POINT (-77.0388456 38.9162076)","11001004201","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001005900","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","4.7",,,"3.5","7.2","2,617","2,543","POINT (-77.0149475 38.8959944)","11001005900","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2023","DC","District of Columbia","District of Columbia","11001","11001008200","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","1.9",,,"1.7","2.1","2,695","2,360","POINT (-77.000604 38.8918309)","11001008200","DISABLT","VISION","CrdPrv","Vision Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001004401","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","17.7",,,"15.1","20.8","3,430","3,236","POINT (-77.0282129 38.9186825)","11001004401","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support"
"2023","DC","District of Columbia","District of Columbia","11001","11001002001","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","31.1",,,"26.2","36.2","2,926","2,250","POINT (-77.0351061 38.9597034)","11001002001","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001004902","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","4.5",,,"3.6","5.7","3,449","3,022","POINT (-77.0243932 38.9058867)","11001004902","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2023","DC","District of Columbia","District of Columbia","11001","11001002503","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","7.1",,,"5.4","9.0","3,031","2,622","POINT (-77.0271734 38.9386375)","11001002503","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking"
"2023","DC","District of Columbia","District of Columbia","11001","11001007202","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","12.5",,,"10.5","14.7","4,303","4,152","POINT (-77.0070741 38.8786426)","11001007202","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2023","DC","District of Columbia","District of Columbia","11001","11001001804","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence","9.4",,,"8.3","10.7","5,500","4,129","POINT (-77.0304334 38.9670945)","11001001804","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001009801","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","34.5",,,"29.4","39.7","1,848","1,419","POINT (-76.9963306 38.8328939)","11001009801","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support"
"2023","DC","District of Columbia","District of Columbia","11001","11001003000","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","8.6",,,"7.5","9.9","3,561","3,032","POINT (-77.0299525 38.9288689)","11001003000","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001008302","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","12.0",,,"10.5","13.7","3,026","2,557","POINT (-76.9966527 38.8963061)","11001008302","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001009201","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","20.8",,,"18.1","23.9","3,103","2,663","POINT (-76.9990184 38.9287161)","11001009201","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2023","DC","District of Columbia","District of Columbia","11001","11001005602","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","7.2",,,"5.7","9.1","4,100","3,946","POINT (-77.0554558 38.8988888)","11001005602","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001005004","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","67.8",,,"64.8","70.5","3,861","3,532","POINT (-77.0283862 38.907252)","11001005004","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication"
"2023","DC","District of Columbia","District of Columbia","11001","11001009000","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","28.3",,,"24.1","32.9","4,676","3,764","POINT (-76.9545101 38.9226934)","11001009000","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support"
"2023","DC","District of Columbia","District of Columbia","11001","11001004801","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","6.1",,,"4.9","7.5","2,820","2,585","POINT (-77.0195344 38.9117413)","11001004801","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers"
"2023","DC","District of Columbia","District of Columbia","11001","11001005302","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","4.8",,,"3.8","6.3","2,518","2,339","POINT (-77.0386443 38.9124517)","11001005302","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking"
"2023","DC","District of Columbia","District of Columbia","11001","11001000300","BRFSS","Health-Related Social Needs","Loneliness among adults","%","Crude prevalence","34.7",,,"30.6","39.0","6,161","5,081","POINT (-77.0748728 38.9179099)","11001000300","SOCLNEED","LONELINESS","CrdPrv","Loneliness"
"2023","DC","District of Columbia","District of Columbia","11001","11001008100","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence","3.0",,,"2.2","4.6","3,153","2,601","POINT (-76.9925272 38.893171)","11001008100","SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps"
"2023","DC","District of Columbia","District of Columbia","11001","11001006600","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","70.6",,,"67.4","73.5","2,164","1,854","POINT (-76.9982439 38.8877585)","11001006600","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication"
"2023","DC","District of Columbia","District of Columbia","11001","11001004001","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","13.8",,,"11.9","15.9","3,941","3,596","POINT (-77.0462674 38.9208738)","11001004001","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2023","DC","District of Columbia","District of Columbia","11001","11001002201","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","12.9",,,"11.2","14.9","3,485","2,755","POINT (-77.0232932 38.9491337)","11001002201","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress"
"2022","DC","District of Columbia","District of Columbia","11001","11001008904","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence","41.2",,,"35.1","47.3","3,137","2,455","POINT (-76.9748514 38.9009808)","11001008904","RISKBEH","SLEEP","CrdPrv","Short Sleep Duration"
"2022","DC","District of Columbia","District of Columbia","11001","11001007201","BRFSS","Health Risk Behaviors","Short sleep duration among adults","%","Crude prevalence","27.7",,,"22.8","32.9","2,985","2,786","POINT (-76.9999179 38.8738481)","11001007201","RISKBEH","SLEEP","CrdPrv","Short Sleep Duration"
"2023","DC","District of Columbia","District of Columbia","11001","11001004704","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence","26.0",,,"23.2","29.0","1,945","1,339","POINT (-77.0114767 38.904566)","11001004704","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001001702","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence","6.3",,,"5.7","6.9","3,356","2,799","POINT (-77.0160682 38.9717231)","11001001702","HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma"
"2023","DC","District of Columbia","District of Columbia","11001","11001007408","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","42.0",,,"35.9","47.7","2,867","1,884","POINT (-76.9706266 38.8525662)","11001007408","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001001303","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","4.8",,,"4.1","5.7","3,763","3,449","POINT (-77.0589323 38.9446266)","11001001303","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers"
"2023","DC","District of Columbia","District of Columbia","11001","11001009603","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","88.6",,,"86.4","90.6","3,971","3,034","POINT (-76.9477195 38.8918285)","11001009603","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2023","DC","District of Columbia","District of Columbia","11001","11001004300","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","12.5",,,"10.8","14.6","4,436","4,151","POINT (-77.0341511 38.916804)","11001004300","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001004401","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","3.2",,,"2.7","3.8","3,430","3,236","POINT (-77.0282129 38.9186825)","11001004401","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat"
"2023","DC","District of Columbia","District of Columbia","11001","11001005004","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","31.7",,,"27.9","35.9","3,861","3,532","POINT (-77.0283862 38.907252)","11001005004","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2023","DC","District of Columbia","District of Columbia","11001","11001007403","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","82.0",,,"78.6","85.1","2,613","1,698","POINT (-76.9743805 38.8484714)","11001007403","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2023","DC","District of Columbia","District of Columbia","11001","11001004201","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","6.9",,,"5.6","8.9","3,548","3,398","POINT (-77.0388456 38.9162076)","11001004201","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2022","DC","District of Columbia","District of Columbia","11001","11001004201","BRFSS","Prevention","Visited dentist or dental clinic in the past year among adults","%","Crude prevalence","78.4",,,"74.7","81.6","3,548","3,398","POINT (-77.0388456 38.9162076)","11001004201","PREVENT","DENTAL","CrdPrv","Dental Visit"
"2023","DC","District of Columbia","District of Columbia","11001","11001006804","BRFSS","Health Outcomes","Coronary heart disease among adults","%","Crude prevalence","5.8",,,"4.9","6.6","2,429","2,413","POINT (-76.9704836 38.8863842)","11001006804","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease"
"2023","DC","District of Columbia","District of Columbia","11001","11001009801","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence","4.9",,,"4.4","5.4","1,848","1,419","POINT (-76.9963306 38.8328939)","11001009801","HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma"
"2022","DC","District of Columbia","District of Columbia","11001","11001008904","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Crude prevalence","71.7",,,"67.0","75.9","3,137","2,455","POINT (-76.9748514 38.9009808)","11001008904","PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening"
"2023","DC","District of Columbia","District of Columbia","11001","11001001901","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","13.8",,,"11.6","16.1","4,206","3,316","POINT (-77.0236327 38.9646853)","11001001901","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001005602","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","73.9",,,"71.5","76.1","4,100","3,946","POINT (-77.0554558 38.8988888)","11001005602","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication"
"2023","DC","District of Columbia","District of Columbia","11001","11001002702","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence","4.6",,,"3.9","5.5","5,825","4,813","POINT (-77.0421774 38.930168)","11001002702","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001004802","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","89.9",,,"87.8","91.7","3,634","3,180","POINT (-77.0188917 38.9062118)","11001004802","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2023","DC","District of Columbia","District of Columbia","11001","11001000501","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","7.3",,,"6.2","8.8","3,829","3,470","POINT (-77.051434 38.9264548)","11001000501","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2023","DC","District of Columbia","District of Columbia","11001","11001005501","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","2.0",,,"1.8","2.4","2,303","2,196","POINT (-77.0494324 38.9052766)","11001005501","DISABLT","VISION","CrdPrv","Vision Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001005503","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","2.1",,,"1.9","2.4","2,492","2,330","POINT (-77.0523495 38.9062488)","11001005503","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001008803","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","8.5",,,"7.4","9.8","4,036","3,569","POINT (-76.9913622 38.9104603)","11001008803","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001001002","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","18.8",,,"14.6","23.9","3,643","3,218","POINT (-77.0788872 38.9384216)","11001001002","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2023","DC","District of Columbia","District of Columbia","11001","11001007901","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","23.7",,,"19.8","27.8","4,148","3,165","POINT (-76.9804319 38.8965543)","11001007901","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2023","DC","District of Columbia","District of Columbia","11001","11001009102","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","88.6",,,"86.4","90.7","4,608","3,683","POINT (-76.9888946 38.9187926)","11001009102","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2023","DC","District of Columbia","District of Columbia","11001","11001007708","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","16.0",,,"13.3","19.0","2,574","1,900","POINT (-76.9606349 38.8871944)","11001007708","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001008002","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","9.6",,,"7.5","12.2","3,366","2,690","POINT (-76.9827594 38.8915403)","11001008002","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2023","DC","District of Columbia","District of Columbia","11001","11001008701","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","21.8",,,"18.5","25.6","2,814","2,404","POINT (-77.0062645 38.9141018)","11001008701","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support"
"2023","DC","District of Columbia","District of Columbia","11001","11001009201","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","11.5",,,"9.2","13.9","3,103","2,663","POINT (-76.9990184 38.9287161)","11001009201","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001002002","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","30.9",,,"27.4","34.6","4,072","3,198","POINT (-77.0310824 38.9525009)","11001002002","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2023","DC","District of Columbia","District of Columbia","11001","11001007301","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence","3.1",,,"2.9","3.5","3,841","2,645","POINT (-77.024445 38.834928)","11001007301","HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma"
"2023","DC","District of Columbia","District of Columbia","11001","11001008410","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","6.9",,,"5.9","8.1","1,843","1,523","POINT (-76.9911234 38.9015543)","11001008410","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001000804","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","35.4",,,"31.6","39.6","3,832","3,035","POINT (-77.0918347 38.9221746)","11001000804","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2023","DC","District of Columbia","District of Columbia","11001","11001008410","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence","5.5",,,"4.6","6.7","1,843","1,523","POINT (-76.9911234 38.9015543)","11001008410","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001009604","BRFSS","Health Outcomes","Diagnosed diabetes among adults","%","Crude prevalence","13.1",,,"11.3","15.0","1,996","1,640","POINT (-76.9585043 38.8931572)","11001009604","HLTHOUT","DIABETES","CrdPrv","Diabetes"
"2023","DC","District of Columbia","District of Columbia","11001","11001002101","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","9.6",,,"8.3","11.0","5,687","4,375","POINT (-77.0241312 38.9559119)","11001002101","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001009508","BRFSS","Prevention","Cholesterol screening among adults","%","Crude prevalence","90.3",,,"88.5","91.8","4,243","3,497","POINT (-76.9985582 38.9536826)","11001009508","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2023","DC","District of Columbia","District of Columbia","11001","11001003000","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","4.0",,,"3.4","4.6","3,561","3,032","POINT (-77.0299525 38.9288689)","11001003000","HLTHOUT","COPD","CrdPrv","COPD"
"2023","DC","District of Columbia","District of Columbia","11001","11001008001","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","5.4",,,"4.2","7.1","3,103","2,516","POINT (-76.9866524 38.8961726)","11001008001","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking"
"2023","DC","District of Columbia","District of Columbia","11001","11001004100","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","2.5",,,"2.2","2.9","2,836","2,606","POINT (-77.0516151 38.9159337)","11001004100","DISABLT","VISION","CrdPrv","Vision Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001001100","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","10.5",,,"9.2","11.9","5,300","4,281","POINT (-77.0776732 38.9572432)","11001001100","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001007605","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","12.4",,,"11.0","14.0","3,663","2,862","POINT (-76.9752566 38.8660433)","11001007605","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2022","DC","District of Columbia","District of Columbia","11001","11001000902","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Crude prevalence","74.4",,,"70.2","78.3","2,317","1,731","POINT (-77.1077517 38.9285125)","11001000902","PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening"
"2023","DC","District of Columbia","District of Columbia","11001","11001001803","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","76.5",,,"72.3","80.4","4,102","3,066","POINT (-77.0419173 38.9672412)","11001001803","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2023","DC","District of Columbia","District of Columbia","11001","11001003302","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","8.1",,,"6.7","10.1","2,434","2,131","POINT (-77.0111677 38.9139237)","11001003302","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2022","DC","District of Columbia","District of Columbia","11001","11001007806","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","16.6",,,"13.8","19.5","3,457","2,888","POINT (-76.932552 38.9055926)","11001007806","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2023","DC","District of Columbia","District of Columbia","11001","11001008803","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","25.3",,,"22.0","29.0","4,036","3,569","POINT (-76.9913622 38.9104603)","11001008803","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2023","DC","District of Columbia","District of Columbia","11001","11001005900","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","7.4",,,"5.8","9.7","2,617","2,543","POINT (-77.0149475 38.8959944)","11001005900","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity"
